Tank,MLI,Pitch,Roll,Reading,Qty
Right,2,0.5,1.0,40.0,2460.0
Right,2,0.5,1.0,60.0,2630.0
Right,2,0.5,1.0,80.0,2810.0
Right,2,0.5,1.0,100.0,3000.0
Right,2,0.5,1.0,120.0,3190.0
Right,2,0.5,1.0,140.0,3380.0
Right,2,0.5,1.0,160.0,3580.0
Right,2,0.5,1.0,180.0,3790.0
Right,2,0.5,1.0,200.0,4010.0
Right,2,0.5,1.0,220.0,4220.0
Right,2,0.5,1.0,240.0,4450.0
Right,2,0.5,1.0,260.0,4670.0
Right,2,0.5,1.0,280.0,4900.0
Right,2,0.5,1.0,300.0,5120.0
Right,2,0.5,1.0,320.0,5340.0
Right,2,0.5,1.0,340.0,5550.0
Right,2,0.5,1.0,348.0,7110.0
Right,2,0.5,0.5,0.0,2250.0
Right,2,0.5,0.5,20.0,2400.0
Right,2,0.5,0.5,40.0,2570.0
Right,2,0.5,0.5,60.0,2740.0
Right,2,0.5,0.5,80.0,2910.0
Right,2,0.5,0.5,100.0,3090.0
Right,2,0.5,0.5,120.0,3280.0
Right,2,0.5,0.5,140.0,3470.0
Right,2,0.5,0.5,160.0,3670.0
Right,2,0.5,0.5,180.0,3870.0
Right,2,0.5,0.5,200.0,4070.0
Right,2,0.5,0.5,220.0,4280.0
Right,2,0.5,0.5,240.0,4490.0
Right,2,0.5,0.5,260.0,4700.0
Right,2,0.5,0.5,280.0,4900.0
Right,2,0.5,0.5,300.0,5110.0
Right,2,0.5,0.5,320.0,5300.0
Right,2,0.5,0.5,340.0,5480.0
Right,2,0.5,0.5,348.0,7110.0
Right,2,0.5,-0.0,0.0,2350.0
Right,2,0.5,-0.0,20.0,2510.0
Right,2,0.5,-0.0,40.0,2670.0
Right,2,0.5,-0.0,60.0,2840.0
Right,2,0.5,-0.0,80.0,3010.0
Right,2,0.5,-0.0,100.0,3190.0
Right,2,0.5,-0.0,120.0,3370.0
Right,2,0.5,-0.0,140.0,3560.0
Right,2,0.5,-0.0,160.0,3750.0
Right,2,0.5,-0.0,180.0,3950.0
Right,2,0.5,-0.0,200.0,4140.0
Right,2,0.5,-0.0,220.0,4340.0
Right,2,0.5,-0.0,240.0,4530.0
Right,2,0.5,-0.0,260.0,4730.0
Right,2,0.5,-0.0,280.0,4910.0
Right,2,0.5,-0.0,300.0,5090.0
Right,2,0.5,-0.0,320.0,5260.0
Right,2,0.5,-0.0,340.0,5410.0
Right,2,0.5,-0.0,348.0,7110.0
Right,2,0.5,-0.5,0.0,2460.0
Right,2,0.5,-0.5,20.0,2620.0
Right,2,0.5,-0.5,40.0,2780.0
Right,2,0.5,-0.5,60.0,2940.0
Right,2,0.5,-0.5,80.0,3120.0
Right,2,0.5,-0.5,100.0,3290.0
Right,2,0.5,-0.5,120.0,3470.0
Right,2,0.5,-0.5,140.0,3650.0
Right,2,0.5,-0.5,160.0,3830.0
Right,2,0.5,-0.5,180.0,4020.0
Right,2,0.5,-0.5,200.0,4210.0
Right,2,0.5,-0.5,220.0,4390.0
Right,2,0.5,-0.5,240.0,4570.0
Right,2,0.5,-0.5,260.0,4750.0
Right,2,0.5,-0.5,280.0,4910.0
Right,2,0.5,-0.5,300.0,5070.0
Right,2,0.5,-0.5,320.0,5210.0
Right,2,0.5,-0.5,340.0,5350.0
Right,2,0.5,-0.5,348.0,7110.0
Right,2,0.5,-1.0,0.0,2570.0
Right,2,0.5,-1.0,20.0,2720.0
Right,2,0.5,-1.0,40.0,2880.0
Right,2,0.5,-1.0,60.0,3050.0
Right,2,0.5,-1.0,80.0,3220.0
Right,2,0.5,-1.0,100.0,3390.0
Right,2,0.5,-1.0,120.0,3560.0
Right,2,0.5,-1.0,140.0,3740.0
Right,2,0.5,-1.0,160.0,3910.0
Right,2,0.5,-1.0,180.0,4090.0
Right,2,0.5,-1.0,200.0,4270.0
Right,2,0.5,-1.0,220.0,4440.0
Right,2,0.5,-1.0,240.0,4600.0
Right,2,0.5,-1.0,260.0,4760.0
Right,2,0.5,-1.0,280.0,4900.0
Right,2,0.5,-1.0,300.0,5040.0
Right,2,0.5,-1.0,320.0,5180.0
Right,2,0.5,-1.0,340.0,5300.0
Right,2,0.5,-1.0,348.0,7110.0
Right,2,0.5,-1.5,0.0,2670.0
Right,2,0.5,-1.5,20.0,2830.0
Right,2,0.5,-1.5,40.0,2990.0
Right,2,0.5,-1.5,60.0,3150.0
Right,2,0.5,-1.5,80.0,3310.0
Right,2,0.5,-1.5,100.0,3480.0
Right,2,0.5,-1.5,120.0,3650.0
Right,2,0.5,-1.5,140.0,3820.0
Right,2,0.5,-1.5,160.0,3990.0
Right,2,0.5,-1.5,180.0,4160.0
Right,2,0.5,-1.5,200.0,4320.0
Right,2,0.5,-1.5,220.0,4470.0
Right,2,0.5,-1.5,240.0,4620.0
Right,2,0.5,-1.5,260.0,4760.0
Right,2,0.5,-1.5,280.0,4890.0
Right,2,0.5,-1.5,300.0,5020.0
Right,2,0.5,-1.5,320.0,5140.0
Right,2,0.5,-1.5,340.0,5260.0
Right,2,0.5,-1.5,348.0,7110.0
Right,2,1,1.5,0.0,2010.0
Right,2,1,1.5,20.0,2170.0
Right,2,1,1.5,40.0,2340.0
Right,2,1,1.5,60.0,2510.0
Right,2,1,1.5,80.0,2700.0
Right,2,1,1.5,100.0,2890.0
Right,2,1,1.5,120.0,3080.0
Right,2,1,1.5,140.0,3290.0
Right,2,1,1.5,160.0,3500.0
Right,2,1,1.5,180.0,3720.0
Right,2,1,1.5,200.0,3940.0
Right,2,1,1.5,220.0,4180.0
Right,2,1,1.5,240.0,4420.0
Right,2,1,1.5,260.0,4670.0
Right,2,1,1.5,280.0,4920.0
Right,2,1,1.5,300.0,5170.0
Right,2,1,1.5,320.0,5420.0
Right,2,1,1.5,340.0,5670.0
Right,2,1,1.5,348.0,7110.0
Right,2,1,1.0,0.0,2120.0
Right,2,1,1.0,20.0,2280.0
Right,2,1,1.0,40.0,2440.0
Right,2,1,1.0,60.0,2620.0
Right,2,1,1.0,80.0,2800.0
Right,2,1,1.0,100.0,2980.0
Right,2,1,1.0,120.0,3170.0
Right,2,1,1.0,140.0,3370.0
Right,2,1,1.0,160.0,3580.0
Right,2,1,1.0,180.0,3790.0
Right,2,1,1.0,200.0,4000.0
Right,2,1,1.0,220.0,4230.0
Right,2,1,1.0,240.0,4450.0
Right,2,1,1.0,260.0,4680.0
Right,2,1,1.0,280.0,4910.0
Right,2,1,1.0,300.0,5140.0
Right,2,1,1.0,320.0,5370.0
Right,2,1,1.0,340.0,5590.0
Right,2,1,1.0,348.0,7110.0
Right,2,1,0.5,0.0,2220.0
Right,2,1,0.5,20.0,2380.0
Right,2,1,0.5,40.0,2550.0
Right,2,1,0.5,60.0,2720.0
Right,2,1,0.5,80.0,2900.0
Right,2,1,0.5,100.0,3080.0
Right,2,1,0.5,120.0,3270.0
Right,2,1,0.5,140.0,3460.0
Right,2,1,0.5,160.0,3660.0
Right,2,1,0.5,180.0,3860.0
Right,2,1,0.5,200.0,4070.0
Right,2,1,0.5,220.0,4280.0
Right,2,1,0.5,240.0,4490.0
Right,2,1,0.5,260.0,4700.0
Right,2,1,0.5,280.0,4910.0
Right,2,1,0.5,300.0,5120.0
Right,2,1,0.5,320.0,5330.0
Right,2,1,0.5,340.0,5520.0
Right,2,1,0.5,348.0,7110.0
Right,2,1,-0.0,0.0,2330.0
Right,2,1,-0.0,20.0,2490.0
Right,2,1,-0.0,40.0,2650.0
Right,2,1,-0.0,60.0,2820.0
Right,2,1,-0.0,80.0,3000.0
Right,2,1,-0.0,100.0,3180.0
Right,2,1,-0.0,120.0,3360.0
Right,2,1,-0.0,140.0,3550.0
Right,2,1,-0.0,160.0,3740.0
Right,2,1,-0.0,180.0,3940.0
Right,2,1,-0.0,200.0,4130.0
Right,2,1,-0.0,220.0,4330.0
Right,2,1,-0.0,240.0,4530.0
Right,2,1,-0.0,260.0,4730.0
Right,2,1,-0.0,280.0,4920.0
Right,2,1,-0.0,300.0,5110.0
Right,2,1,-0.0,320.0,5290.0
Right,2,1,-0.0,340.0,5450.0
Right,2,1,-0.0,348.0,7110.0
Right,2,1,-0.5,0.0,2440.0
Right,2,1,-0.5,20.0,2600.0
Right,2,1,-0.5,40.0,2760.0
Right,2,1,-0.5,60.0,2930.0
Right,2,1,-0.5,80.0,3100.0
Right,2,1,-0.5,100.0,3270.0
Right,2,1,-0.5,120.0,3450.0
Right,2,1,-0.5,140.0,3640.0
Right,2,1,-0.5,160.0,3820.0
Right,2,1,-0.5,180.0,4010.0
Right,2,1,-0.5,200.0,4200.0
Right,2,1,-0.5,220.0,4380.0
Right,2,1,-0.5,240.0,4570.0
Right,2,1,-0.5,260.0,4750.0
Right,2,1,-0.5,280.0,4920.0
Right,2,1,-0.5,300.0,5090.0
Right,2,1,-0.5,320.0,5240.0
Right,2,1,-0.5,340.0,5390.0
Right,2,1,-0.5,348.0,7110.0
Right,2,1,-1.0,0.0,2550.0
Right,2,1,-1.0,20.0,2700.0
Right,2,1,-1.0,40.0,2860.0
Right,2,1,-1.0,60.0,3030.0
Right,2,1,-1.0,80.0,3200.0
Right,2,1,-1.0,100.0,3370.0
Right,2,1,-1.0,120.0,3540.0
Right,2,1,-1.0,140.0,3720.0
Right,2,1,-1.0,160.0,3900.0
Right,2,1,-1.0,180.0,4080.0
Right,2,1,-1.0,200.0,4260.0
Right,2,1,-1.0,220.0,4430.0
Right,2,1,-1.0,240.0,4600.0
Right,2,1,-1.0,260.0,4770.0
Right,2,1,-1.0,280.0,4920.0
Right,2,1,-1.0,300.0,5060.0
Right,2,1,-1.0,320.0,5200.0
Right,2,1,-1.0,340.0,5340.0
Right,2,1,-1.0,348.0,7110.0
Right,2,1,-1.5,0.0,2650.0
Right,2,1,-1.5,20.0,2810.0
Right,2,1,-1.5,40.0,2970.0
Right,2,1,-1.5,60.0,3130.0
Right,2,1,-1.5,80.0,3290.0
Right,2,1,-1.5,100.0,3460.0
Right,2,1,-1.5,120.0,3630.0
Right,2,1,-1.5,140.0,3800.0
Right,2,1,-1.5,160.0,3970.0
Right,2,1,-1.5,180.0,4140.0
Right,2,1,-1.5,200.0,4310.0
Right,2,1,-1.5,220.0,4470.0
Right,2,1,-1.5,240.0,4620.0
Right,2,1,-1.5,260.0,4770.0
Right,2,1,-1.5,280.0,4910.0
Right,2,1,-1.5,300.0,5040.0
Right,2,1,-1.5,320.0,5170.0
Right,2,1,-1.5,340.0,5290.0
Right,2,1,-1.5,348.0,7110.0
Right,2,1.5,1.5,0.0,1990.0
Right,2,1.5,1.5,20.0,2150.0
Right,2,1.5,1.5,40.0,2320.0
Right,2,1.5,1.5,60.0,2500.0
Right,2,1.5,1.5,80.0,2680.0
Right,2,1.5,1.5,100.0,2870.0
Right,2,1.5,1.5,120.0,3070.0
Right,2,1.5,1.5,140.0,3280.0
Right,2,1.5,1.5,160.0,3500.0
Right,2,1.5,1.5,180.0,3720.0
Right,2,1.5,1.5,200.0,3950.0
Right,2,1.5,1.5,220.0,4190.0
Right,2,1.5,1.5,240.0,4440.0
Right,2,1.5,1.5,260.0,4690.0
Right,2,1.5,1.5,280.0,4950.0
Right,2,1.5,1.5,300.0,5210.0
Right,2,1.5,1.5,320.0,5460.0
Right,2,1.5,1.5,340.0,5720.0
Right,2,1.5,1.5,348.0,7110.0
Right,2,1.5,1.0,0.0,2100.0
Right,2,1.5,1.0,20.0,2260.0
Right,2,1.5,1.0,40.0,2420.0
Right,2,1.5,1.0,60.0,2600.0
Right,2,1.5,1.0,80.0,2780.0
Right,2,1.5,1.0,100.0,2970.0
Right,2,1.5,1.0,120.0,3160.0
Right,2,1.5,1.0,140.0,3360.0
Right,2,1.5,1.0,160.0,3570.0
Right,2,1.5,1.0,180.0,3790.0
Right,2,1.5,1.0,200.0,4010.0
Right,2,1.5,1.0,220.0,4230.0
Right,2,1.5,1.0,240.0,4460.0
Right,2,1.5,1.0,260.0,4690.0
Right,2,1.5,1.0,280.0,4930.0
Right,2,1.5,1.0,300.0,5170.0
Right,2,1.5,1.0,320.0,5400.0
Right,2,1.5,1.0,340.0,5630.0
Right,2,1.5,1.0,348.0,7110.0
Right,2,1.5,0.5,0.0,2200.0
Right,2,1.5,0.5,20.0,2360.0
Right,2,1.5,0.5,40.0,2530.0
Right,2,1.5,0.5,60.0,2700.0
Right,2,1.5,0.5,80.0,2880.0
Right,2,1.5,0.5,100.0,3060.0
Right,2,1.5,0.5,120.0,3250.0
Right,2,1.5,0.5,140.0,3450.0
Right,2,1.5,0.5,160.0,3650.0
Right,2,1.5,0.5,180.0,3850.0
Right,2,1.5,0.5,200.0,4060.0
Right,2,1.5,0.5,220.0,4280.0
Right,2,1.5,0.5,240.0,4490.0
Right,2,1.5,0.5,260.0,4710.0
Right,2,1.5,0.5,280.0,4930.0
Right,2,1.5,0.5,300.0,5140.0
Right,2,1.5,0.5,320.0,5350.0
Right,2,1.5,0.5,340.0,5560.0
Right,2,1.5,0.5,348.0,7110.0
Right,2,1.5,-0.0,0.0,2310.0
Right,2,1.5,-0.0,20.0,2470.0
Right,2,1.5,-0.0,40.0,2630.0
Right,2,1.5,-0.0,60.0,2800.0
Right,2,1.5,-0.0,80.0,2980.0
Right,2,1.5,-0.0,100.0,3160.0
Right,2,1.5,-0.0,120.0,3350.0
Right,2,1.5,-0.0,140.0,3540.0
Right,2,1.5,-0.0,160.0,3730.0
Right,2,1.5,-0.0,180.0,3930.0
Right,2,1.5,-0.0,200.0,4130.0
Right,2,1.5,-0.0,220.0,4330.0
Right,2,1.5,-0.0,240.0,4530.0
Right,2,1.5,-0.0,260.0,4730.0
Right,2,1.5,-0.0,280.0,4930.0
Right,2,1.5,-0.0,300.0,5130.0
Right,2,1.5,-0.0,320.0,5310.0
Right,2,1.5,-0.0,340.0,5490.0
Right,2,1.5,-0.0,348.0,7110.0
Right,2,1.5,-0.5,0.0,2420.0
Right,2,1.5,-0.5,20.0,2570.0
Right,2,1.5,-0.5,40.0,2740.0
Right,2,1.5,-0.5,60.0,2910.0
Right,2,1.5,-0.5,80.0,3080.0
Right,2,1.5,-0.5,100.0,3260.0
Right,2,1.5,-0.5,120.0,3440.0
Right,2,1.5,-0.5,140.0,3620.0
Right,2,1.5,-0.5,160.0,3810.0
Right,2,1.5,-0.5,180.0,4000.0
Right,2,1.5,-0.5,200.0,4190.0
Right,2,1.5,-0.5,220.0,4380.0
Right,2,1.5,-0.5,240.0,4570.0
Right,2,1.5,-0.5,260.0,4750.0
Right,2,1.5,-0.5,280.0,4930.0
Right,2,1.5,-0.5,300.0,5110.0
Right,2,1.5,-0.5,320.0,5270.0
Right,2,1.5,-0.5,340.0,5390.0
Right,2,1.5,-0.5,348.0,7110.0
Right,2,1.5,-1.0,0.0,2520.0
Right,2,1.5,-1.0,20.0,2680.0
Right,2,1.5,-1.0,40.0,2840.0
Right,2,1.5,-1.0,60.0,3010.0
Right,2,1.5,-1.0,80.0,3180.0
Right,2,1.5,-1.0,100.0,3350.0
Right,2,1.5,-1.0,120.0,3530.0
Right,2,1.5,-1.0,140.0,3700.0
Right,2,1.5,-1.0,160.0,3880.0
Right,2,1.5,-1.0,180.0,4070.0
Right,2,1.5,-1.0,200.0,4250.0
Right,2,1.5,-1.0,220.0,4430.0
Right,2,1.5,-1.0,240.0,4600.0
Right,2,1.5,-1.0,260.0,4770.0
Right,2,1.5,-1.0,280.0,4930.0
Right,2,1.5,-1.0,300.0,5090.0
Right,2,1.5,-1.0,320.0,5230.0
Right,2,1.5,-1.0,340.0,5370.0
Right,2,1.5,-1.0,348.0,7110.0
Right,2,1.5,-1.5,0.0,2630.0
Right,2,1.5,-1.5,20.0,2790.0
Right,2,1.5,-1.5,40.0,2950.0
Right,2,1.5,-1.5,60.0,3110.0
Right,2,1.5,-1.5,80.0,3280.0
Right,2,1.5,-1.5,100.0,3440.0
Right,2,1.5,-1.5,120.0,3610.0
Right,2,1.5,-1.5,140.0,3790.0
Right,2,1.5,-1.5,160.0,3960.0
Right,2,1.5,-1.5,180.0,4130.0
Right,2,1.5,-1.5,200.0,4300.0
Right,2,1.5,-1.5,220.0,4470.0
Right,2,1.5,-1.5,240.0,4630.0
Right,2,1.5,-1.5,260.0,4780.0
Right,2,1.5,-1.5,280.0,4920.0
Right,2,1.5,-1.5,300.0,5060.0
Right,2,1.5,-1.5,320.0,5190.0
Right,2,1.5,-1.5,340.0,5290.0
Right,2,1.5,-1.5,348.0,7110.0
Right,3,-1.5,1.5,0.0,4340.0
Right,3,-1.5,1.5,20.0,4560.0
Right,3,-1.5,1.5,40.0,4780.0
Right,3,-1.5,1.5,60.0,4990.0
Right,3,-1.5,1.5,80.0,5200.0
Right,3,-1.5,1.5,100.0,5390.0
Right,3,-1.5,1.5,120.0,5580.0
Right,3,-1.5,1.5,140.0,5750.0
Right,3,-1.5,1.5,160.0,5900.0
Right,3,-1.5,1.5,180.0,6050.0
Right,3,-1.5,1.5,200.0,6190.0
Right,3,-1.5,1.5,220.0,6330.0
Right,3,-1.5,1.5,230.0,7110.0
Right,3,-1.5,1.0,0.0,4580.0
Right,3,-1.5,1.0,20.0,4780.0
Right,3,-1.5,1.0,40.0,4970.0
Right,3,-1.5,1.0,60.0,5150.0
Right,3,-1.5,1.0,80.0,5320.0
Right,3,-1.5,1.0,100.0,5470.0
Right,3,-1.5,1.0,120.0,5620.0
Right,3,-1.5,1.0,140.0,5770.0
Right,3,-1.5,1.0,160.0,5900.0
Right,3,-1.5,1.0,180.0,6040.0
Right,3,-1.5,1.0,200.0,6170.0
Right,3,-1.5,1.0,220.0,6290.0
Right,3,-1.5,1.0,230.0,7110.0
Right,3,-1.5,0.5,0.0,4760.0
Right,3,-1.5,0.5,20.0,4930.0
Right,3,-1.5,0.5,40.0,5100.0
Right,3,-1.5,0.5,60.0,5250.0
Right,3,-1.5,0.5,80.0,5390.0
Right,3,-1.5,0.5,100.0,5530.0
Right,3,-1.5,0.5,120.0,5660.0
Right,3,-1.5,0.5,140.0,5780.0
Right,3,-1.5,0.5,160.0,5910.0
Right,3,-1.5,0.5,180.0,6030.0
Right,3,-1.5,0.5,200.0,6150.0
Right,3,-1.5,0.5,220.0,6260.0
Right,3,-1.5,0.5,230.0,7110.0
Right,3,-1.5,-0.0,0.0,4900.0
Right,3,-1.5,-0.0,20.0,5050.0
Right,3,-1.5,-0.0,40.0,5180.0
Right,3,-1.5,-0.0,60.0,5310.0
Right,3,-1.5,-0.0,80.0,5440.0
Right,3,-1.5,-0.0,100.0,5560.0
Right,3,-1.5,-0.0,120.0,5680.0
Right,3,-1.5,-0.0,140.0,5800.0
Right,3,-1.5,-0.0,160.0,5910.0
Right,3,-1.5,-0.0,180.0,6020.0
Right,3,-1.5,-0.0,200.0,6130.0
Right,3,-1.5,-0.0,220.0,6230.0
Right,3,-1.5,-0.0,230.0,7110.0
Right,3,-1.5,-0.5,0.0,5000.0
Right,3,-1.5,-0.5,20.0,5130.0
Right,3,-1.5,-0.5,40.0,5250.0
Right,3,-1.5,-0.5,60.0,5370.0
Right,3,-1.5,-0.5,80.0,5480.0
Right,3,-1.5,-0.5,100.0,5590.0
Right,3,-1.5,-0.5,120.0,5700.0
Right,3,-1.5,-0.5,140.0,5810.0
Right,3,-1.5,-0.5,160.0,5910.0
Right,3,-1.5,-0.5,180.0,6010.0
Right,3,-1.5,-0.5,200.0,6110.0
Right,3,-1.5,-0.5,220.0,6210.0
Right,3,-1.5,-0.5,230.0,7110.0
Right,3,-1.5,-1.0,0.0,5080.0
Right,3,-1.5,-1.0,20.0,5190.0
Right,3,-1.5,-1.0,40.0,5300.0
Right,3,-1.5,-1.0,60.0,5410.0
Right,3,-1.5,-1.0,80.0,5520.0
Right,3,-1.5,-1.0,100.0,5620.0
Right,3,-1.5,-1.0,120.0,5720.0
Right,3,-1.5,-1.0,140.0,5820.0
Right,3,-1.5,-1.0,160.0,5910.0
Right,3,-1.5,-1.0,180.0,6010.0
Right,3,-1.5,-1.0,200.0,6100.0
Right,3,-1.5,-1.0,220.0,6190.0
Right,3,-1.5,-1.0,230.0,7110.0
Right,3,-1.5,-1.5,0.0,5150.0
Right,3,-1.5,-1.5,20.0,5250.0
Right,3,-1.5,-1.5,40.0,5350.0
Right,3,-1.5,-1.5,60.0,5450.0
Right,3,-1.5,-1.5,80.0,5550.0
Right,3,-1.5,-1.5,100.0,5640.0
Right,3,-1.5,-1.5,120.0,5730.0
Right,3,-1.5,-1.5,140.0,5820.0
Right,3,-1.5,-1.5,160.0,5910.0
Right,3,-1.5,-1.5,180.0,6000.0
Right,3,-1.5,-1.5,200.0,6090.0
Right,3,-1.5,-1.5,220.0,6170.0
Right,3,-1.5,-1.5,230.0,7110.0
Right,3,-1,1.5,0.0,4270.0
Right,3,-1,1.5,20.0,4490.0
Right,3,-1,1.5,40.0,4720.0
Right,3,-1,1.5,60.0,4940.0
Right,3,-1,1.5,80.0,5160.0
Right,3,-1,1.5,100.0,5370.0
Right,3,-1,1.5,120.0,5570.0
Right,3,-1,1.5,140.0,5750.0
Right,3,-1,1.5,160.0,5920.0
Right,3,-1,1.5,180.0,6080.0
Right,3,-1,1.5,200.0,6220.0
Right,3,-1,1.5,220.0,6360.0
Right,3,-1,1.5,230.0,7110.0
Right,3,-1,1.0,0.0,4510.0
Right,3,-1,1.0,20.0,4720.0
Right,3,-1,1.0,40.0,4930.0
Right,3,-1,1.0,60.0,5120.0
Right,3,-1,1.0,80.0,5300.0
Right,3,-1,1.0,100.0,5470.0
Right,3,-1,1.0,120.0,5620.0
Right,3,-1,1.0,140.0,5770.0
Right,3,-1,1.0,160.0,5920.0
Right,3,-1,1.0,180.0,6060.0
Right,3,-1,1.0,200.0,6190.0
Right,3,-1,1.0,220.0,6330.0
Right,3,-1,1.0,230.0,7110.0
Right,3,-1,0.5,0.0,4710.0
Right,3,-1,0.5,20.0,4890.0
Right,3,-1,0.5,40.0,5070.0
Right,3,-1,0.5,60.0,5230.0
Right,3,-1,0.5,80.0,5380.0
Right,3,-1,0.5,100.0,5530.0
Right,3,-1,0.5,120.0,5660.0
Right,3,-1,0.5,140.0,5800.0
Right,3,-1,0.5,160.0,5920.0
Right,3,-1,0.5,180.0,6050.0
Right,3,-1,0.5,200.0,6170.0
Right,3,-1,0.5,220.0,6290.0
Right,3,-1,0.5,230.0,7110.0
Right,3,-1,-0.0,0.0,4870.0
Right,3,-1,-0.0,20.0,5020.0
Right,3,-1,-0.0,40.0,5170.0
Right,3,-1,-0.0,60.0,5300.0
Right,3,-1,-0.0,80.0,5440.0
Right,3,-1,-0.0,100.0,5560.0
Right,3,-1,-0.0,120.0,5690.0
Right,3,-1,-0.0,140.0,5810.0
Right,3,-1,-0.0,160.0,5920.0
Right,3,-1,-0.0,180.0,6040.0
Right,3,-1,-0.0,200.0,6150.0
Right,3,-1,-0.0,220.0,6260.0
Right,3,-1,-0.0,230.0,7110.0
Right,3,-1,-0.5,0.0,4980.0
Right,3,-1,-0.5,20.0,5110.0
Right,3,-1,-0.5,40.0,5240.0
Right,3,-1,-0.5,60.0,5360.0
Right,3,-1,-0.5,80.0,5480.0
Right,3,-1,-0.5,100.0,5600.0
Right,3,-1,-0.5,120.0,5710.0
Right,3,-1,-0.5,140.0,5820.0
Right,3,-1,-0.5,160.0,5930.0
Right,3,-1,-0.5,180.0,6030.0
Right,3,-1,-0.5,200.0,6130.0
Right,3,-1,-0.5,220.0,6240.0
Right,3,-1,-0.5,230.0,7110.0
Right,3,-1,-1.0,0.0,5060.0
Right,3,-1,-1.0,20.0,5180.0
Right,3,-1,-1.0,40.0,5300.0
Right,3,-1,-1.0,60.0,5410.0
Right,3,-1,-1.0,80.0,5520.0
Right,3,-1,-1.0,100.0,5620.0
Right,3,-1,-1.0,120.0,5730.0
Right,3,-1,-1.0,140.0,5830.0
Right,3,-1,-1.0,160.0,5930.0
Right,3,-1,-1.0,180.0,6020.0
Right,3,-1,-1.0,200.0,6120.0
Right,3,-1,-1.0,220.0,6210.0
Right,3,-1,-1.0,230.0,7110.0
Right,3,-1,-1.5,0.0,5130.0
Right,3,-1,-1.5,20.0,5240.0
Right,3,-1,-1.5,40.0,5350.0
Right,3,-1,-1.5,60.0,5450.0
Right,3,-1,-1.5,80.0,5550.0
Right,3,-1,-1.5,100.0,5640.0
Right,3,-1,-1.5,120.0,5740.0
Right,3,-1,-1.5,140.0,5830.0
Right,3,-1,-1.5,160.0,5930.0
Right,3,-1,-1.5,180.0,6020.0
Right,3,-1,-1.5,200.0,6100.0
Right,3,-1,-1.5,220.0,6190.0
Right,3,-1,-1.5,230.0,7110.0
Right,3,-0.5,1.5,0.0,4190.0
Right,3,-0.5,1.5,20.0,4420.0
Right,3,-0.5,1.5,40.0,4650.0
Right,3,-0.5,1.5,60.0,4880.0
Right,3,-0.5,1.5,80.0,5110.0
Right,3,-0.5,1.5,100.0,5330.0
Right,3,-0.5,1.5,120.0,5550.0
Right,3,-0.5,1.5,140.0,5750.0
Right,3,-0.5,1.5,160.0,5930.0
Right,3,-0.5,1.5,180.0,6100.0
Right,3,-0.5,1.5,200.0,6260.0
Right,3,-0.5,1.5,220.0,6400.0
Right,3,-0.5,1.5,230.0,7110.0
Right,3,-0.5,1.0,0.0,4430.0
Right,3,-0.5,1.0,20.0,4650.0
Right,3,-0.5,1.0,40.0,4870.0
Right,3,-0.5,1.0,60.0,5080.0
Right,3,-0.5,1.0,80.0,5270.0
Right,3,-0.5,1.0,100.0,5460.0
Right,3,-0.5,1.0,120.0,5630.0
Right,3,-0.5,1.0,140.0,5780.0
Right,3,-0.5,1.0,160.0,5940.0
Right,3,-0.5,1.0,180.0,6080.0
Right,3,-0.5,1.0,200.0,6220.0
Right,3,-0.5,1.0,220.0,6360.0
Right,3,-0.5,1.0,230.0,7110.0
Right,3,-0.5,0.5,0.0,4650.0
Right,3,-0.5,0.5,20.0,4840.0
Right,3,-0.5,0.5,40.0,5030.0
Right,3,-0.5,0.5,60.0,5200.0
Right,3,-0.5,0.5,80.0,5370.0
Right,3,-0.5,0.5,100.0,5520.0
Right,3,-0.5,0.5,120.0,5670.0
Right,3,-0.5,0.5,140.0,5810.0
Right,3,-0.5,0.5,160.0,5940.0
Right,3,-0.5,0.5,180.0,6070.0
Right,3,-0.5,0.5,200.0,6200.0
Right,3,-0.5,0.5,220.0,6320.0
Right,3,-0.5,0.5,230.0,7110.0
Right,3,-0.5,-0.0,0.0,4830.0
Right,3,-0.5,-0.0,20.0,4990.0
Right,3,-0.5,-0.0,40.0,5150.0
Right,3,-0.5,-0.0,60.0,5290.0
Right,3,-0.5,-0.0,80.0,5430.0
Right,3,-0.5,-0.0,100.0,5560.0
Right,3,-0.5,-0.0,120.0,5690.0
Right,3,-0.5,-0.0,140.0,5820.0
Right,3,-0.5,-0.0,160.0,5940.0
Right,3,-0.5,-0.0,180.0,6060.0
Right,3,-0.5,-0.0,200.0,6170.0
Right,3,-0.5,-0.0,220.0,6290.0
Right,3,-0.5,-0.0,230.0,7110.0
Right,3,-0.5,-0.5,0.0,4960.0
Right,3,-0.5,-0.5,20.0,5100.0
Right,3,-0.5,-0.5,40.0,5230.0
Right,3,-0.5,-0.5,60.0,5360.0
Right,3,-0.5,-0.5,80.0,5480.0
Right,3,-0.5,-0.5,100.0,5600.0
Right,3,-0.5,-0.5,120.0,5720.0
Right,3,-0.5,-0.5,140.0,5830.0
Right,3,-0.5,-0.5,160.0,5940.0
Right,3,-0.5,-0.5,180.0,6050.0
Right,3,-0.5,-0.5,200.0,6160.0
Right,3,-0.5,-0.5,220.0,6260.0
Right,3,-0.5,-0.5,230.0,7110.0
Right,3,-0.5,-1.0,0.0,5050.0
Right,3,-0.5,-1.0,20.0,5170.0
